userid,register_time,country,,,,
42242,26/05/2017,SG,,,,
42250,9/03/2017,MY,,,,
42258,20/03/2017,SG,,,,
42263,28/02/2017,SG,,,,
42264,26/03/2017,TW,,,,
42272,1/02/2017,ID,,,,
42278,5/05/2017,SG,,,,
42287,4/02/2017,ID,,,,
42297,9/01/2017,VN,,,,
42307,15/02/2017,TW,,,,
42311,29/01/2017,VN,,,,
42312,16/05/2017,ID,,,,
42316,21/02/2017,SG,,,,
42317,14/03/2017,TH,,,,
42320,16/02/2017,PH,,,,
42325,16/05/2017,SG,,,,
42335,16/04/2017,ID,,,,
42344,9/04/2017,TH,,,,
42349,19/05/2017,VN,,,,
42359,5/03/2017,MY,,,,
42362,10/03/2017,TH,,,,
42365,20/02/2017,VN,,,,
42372,23/02/2017,VN,,,,
42380,1/02/2017,SG,,,,
42388,19/01/2017,ID,,,,
42396,21/01/2017,VN,,,,
42397,20/04/2017,SG,,,,
42406,12/01/2017,TH,,,,
42416,4/05/2017,TW,,,,
42421,2/05/2017,SG,,,,
42423,12/01/2017,ID,,,,
42424,6/05/2017,VN,,,,
42434,2/01/2017,MY,,,,
42435,13/05/2017,SG,,,,
42436,24/02/2017,MY,,,,
42439,5/04/2017,TW,,,,
42446,27/01/2017,TW,,,,
42455,19/02/2017,VN,,,,
42461,1/03/2017,SG,,,,
42467,6/02/2017,VN,,,,
42471,30/03/2017,MY,,,,
42473,25/01/2017,TW,,,,
42474,24/01/2017,TH,,,,
42481,2/03/2017,VN,,,,
42485,22/01/2017,TH,,,,
42486,8/04/2017,VN,,,,
42488,6/01/2017,PH,,,,
42492,20/05/2017,PH,,,,
42495,4/01/2017,SG,,,,
42501,6/05/2017,PH,,,,
42503,28/04/2017,TW,,,,
42507,20/04/2017,PH,,,,
42513,25/03/2017,VN,,,,
42522,11/02/2017,SG,,,,
42529,14/05/2017,SG,,,,
42537,3/05/2017,SG,,,,
42541,6/04/2017,TH,,,,
42550,22/04/2017,VN,,,,
42560,6/04/2017,TH,,,,
42561,14/01/2017,ID,,,,
42565,8/02/2017,TH,,,,
42574,2/01/2017,ID,,,,
42584,12/01/2017,TH,,,,
42592,26/01/2017,VN,,,,
42598,6/05/2017,TH,,,,
42605,1/06/2017,TH,,,,
42615,16/01/2017,ID,,,,
42625,28/02/2017,MY,,,,
42632,7/05/2017,TW,,,,
42642,2/05/2017,ID,,,,
42652,9/02/2017,TH,,,,
42653,19/02/2017,ID,,,,
42658,3/02/2017,TW,,,,
42662,1/06/2017,MY,,,,
42669,6/04/2017,SG,,,,
42674,18/03/2017,TH,,,,
42682,12/03/2017,PH,,,,
42690,22/03/2017,VN,,,,
42699,24/03/2017,SG,,,,
42700,26/02/2017,VN,,,,
42701,17/05/2017,TH,,,,
42708,20/03/2017,MY,,,,
42709,10/02/2017,MY,,,,
42719,18/05/2017,TW,,,,
42727,18/02/2017,TH,,,,
42733,16/05/2017,VN,,,,
42738,6/03/2017,TW,,,,
42743,11/04/2017,PH,,,,
42747,28/03/2017,TW,,,,
42754,7/03/2017,TW,,,,
42756,21/01/2017,PH,,,,
42762,14/02/2017,VN,,,,
42768,28/01/2017,TH,,,,
42777,16/05/2017,MY,,,,
42783,22/04/2017,VN,,,,
42790,17/04/2017,PH,,,,
42799,13/02/2017,TW,,,,
42802,15/05/2017,ID,,,,
42811,3/01/2017,VN,,,,
42812,23/04/2017,SG,,,,
42819,15/03/2017,TW,,,,
42823,22/03/2017,SG,,,,
42824,15/04/2017,MY,,,,
42828,4/03/2017,MY,,,,
42837,3/05/2017,ID,,,,
42840,19/04/2017,PH,,,,
42850,31/05/2017,ID,,,,
42852,1/03/2017,VN,,,,
42857,1/03/2017,PH,,,,
42866,10/03/2017,PH,,,,
42869,4/05/2017,MY,,,,
42872,1/03/2017,MY,,,,
42881,7/05/2017,MY,,,,
42890,6/03/2017,ID,,,,
42899,5/02/2017,ID,,,,
42908,12/01/2017,ID,,,,
42913,26/05/2017,TW,,,,
42914,15/04/2017,TW,,,,
42919,16/03/2017,TH,,,,
42920,10/01/2017,VN,,,,
42921,21/01/2017,TH,,,,
42929,3/01/2017,TW,,,,
42939,15/01/2017,SG,,,,
42940,2/01/2017,MY,,,,
42946,27/02/2017,TH,,,,
42955,16/02/2017,TW,,,,
42963,29/01/2017,TH,,,,
42967,25/01/2017,PH,,,,
42972,15/02/2017,PH,,,,
42976,6/04/2017,VN,,,,
42983,21/02/2017,MY,,,,
42989,17/02/2017,MY,,,,
42999,11/04/2017,VN,,,,
43006,5/03/2017,TW,,,,
43014,17/04/2017,MY,,,,
43024,17/02/2017,MY,,,,
43032,14/05/2017,PH,,,,
43033,9/04/2017,PH,,,,
43034,30/01/2017,VN,,,,
43035,6/03/2017,VN,,,,
43044,31/03/2017,ID,,,,
43048,10/03/2017,TW,,,,
43049,20/05/2017,SG,,,,
43056,23/01/2017,MY,,,,
43058,16/01/2017,ID,,,,
43065,28/02/2017,ID,,,,
43072,4/05/2017,SG,,,,
43079,9/03/2017,ID,,,,
43081,7/02/2017,MY,,,,
43091,9/02/2017,TW,,,,
43092,27/02/2017,SG,,,,
43099,30/04/2017,TH,,,,
43109,19/04/2017,TH,,,,
43118,25/02/2017,TW,,,,
43126,28/03/2017,TW,,,,
43136,17/01/2017,PH,,,,
43138,28/05/2017,ID,,,,
43143,6/04/2017,VN,,,,
43150,16/02/2017,VN,,,,
43155,16/02/2017,PH,,,,
43158,18/05/2017,ID,,,,
43164,18/01/2017,PH,,,,
43172,5/05/2017,ID,,,,
43177,18/03/2017,ID,,,,
43186,20/02/2017,PH,,,,
43190,2/02/2017,SG,,,,
43197,5/02/2017,SG,,,,
43201,11/05/2017,TH,,,,
43205,21/03/2017,PH,,,,
43214,19/04/2017,ID,,,,
43218,25/03/2017,PH,,,,
43221,22/05/2017,ID,,,,
43230,5/02/2017,TW,,,,
43236,28/02/2017,VN,,,,
43246,22/02/2017,MY,,,,
43253,13/02/2017,TH,,,,
43255,19/03/2017,TH,,,,
43264,3/02/2017,VN,,,,
43267,23/02/2017,TH,,,,
43276,15/04/2017,ID,,,,
43285,26/04/2017,MY,,,,
43295,11/04/2017,TH,,,,
43296,8/04/2017,TW,,,,
43304,6/04/2017,VN,,,,
43312,27/04/2017,PH,,,,
43319,21/04/2017,PH,,,,
43320,9/01/2017,ID,,,,
43323,9/05/2017,TW,,,,
43333,9/01/2017,TW,,,,
43342,3/03/2017,TW,,,,
43345,2/02/2017,SG,,,,
43347,4/01/2017,MY,,,,
43350,26/02/2017,VN,,,,
43352,11/05/2017,TH,,,,
43355,29/01/2017,ID,,,,
43358,31/03/2017,PH,,,,
43363,6/03/2017,TW,,,,
43373,6/05/2017,TW,,,,
43374,12/04/2017,SG,,,,
43383,29/05/2017,TH,,,,
43384,15/03/2017,PH,,,,
43388,14/04/2017,TH,,,,
43395,27/05/2017,MY,,,,
43398,18/02/2017,TH,,,,
43404,8/02/2017,TH,,,,
43410,24/04/2017,TH,,,,
43417,8/04/2017,PH,,,,
43418,25/03/2017,TH,,,,
43428,14/03/2017,ID,,,,
43435,22/01/2017,TW,,,,
43439,15/02/2017,ID,,,,
43441,6/05/2017,PH,,,,
43449,6/05/2017,MY,,,,
43451,7/01/2017,SG,,,,
43459,15/05/2017,VN,,,,
43461,9/01/2017,VN,,,,
43468,23/01/2017,TH,,,,
43469,8/01/2017,MY,,,,
43474,6/02/2017,SG,,,,
43477,20/05/2017,ID,,,,
43483,24/03/2017,ID,,,,
43488,31/05/2017,PH,,,,
43492,25/03/2017,SG,,,,
43499,27/05/2017,SG,,,,
43504,24/04/2017,VN,,,,
43512,2/04/2017,MY,,,,
43514,28/05/2017,MY,,,,
43520,26/05/2017,TH,,,,
43525,6/02/2017,TH,,,,
43532,26/05/2017,MY,,,,
43541,15/03/2017,TH,,,,
43545,11/02/2017,ID,,,,
43554,11/01/2017,VN,,,,
43561,20/03/2017,MY,,,,
43571,7/04/2017,ID,,,,
43573,22/05/2017,TW,,,,
43576,29/01/2017,TH,,,,
43585,30/05/2017,VN,,,,
43593,13/04/2017,MY,,,,
43603,16/02/2017,VN,,,,
43608,28/04/2017,MY,,,,
43612,23/03/2017,TH,,,,
43620,4/05/2017,PH,,,,
43629,27/01/2017,PH,,,,
43638,14/05/2017,VN,,,,
43641,8/03/2017,PH,,,,
43646,20/04/2017,SG,,,,
43648,12/04/2017,TH,,,,
43654,30/04/2017,TW,,,,
43662,2/01/2017,VN,,,,
43665,30/04/2017,VN,,,,
43669,23/03/2017,SG,,,,
43678,26/04/2017,PH,,,,
43682,2/05/2017,TW,,,,
43688,3/02/2017,MY,,,,
43691,2/01/2017,TH,,,,
43700,14/04/2017,SG,,,,
43710,15/04/2017,MY,,,,
43717,13/03/2017,ID,,,,
43723,21/03/2017,ID,,,,
43727,8/03/2017,SG,,,,
43734,23/03/2017,SG,,,,
43735,27/02/2017,TH,,,,
43736,25/01/2017,TW,,,,
43739,28/01/2017,ID,,,,
43744,19/02/2017,VN,,,,
43753,23/05/2017,TH,,,,
43762,8/03/2017,VN,,,,
43770,12/04/2017,VN,,,,
43776,1/06/2017,VN,,,,
43780,19/01/2017,SG,,,,
43783,21/04/2017,ID,,,,
43784,3/02/2017,TW,,,,
43787,19/02/2017,PH,,,,
43796,14/04/2017,PH,,,,
43803,2/05/2017,SG,,,,
43808,20/02/2017,TH,,,,
43809,7/02/2017,TH,,,,
43818,3/03/2017,SG,,,,
43822,10/04/2017,SG,,,,
43824,13/03/2017,ID,,,,
43825,14/04/2017,MY,,,,
43826,26/04/2017,TH,,,,
43836,9/02/2017,SG,,,,
43842,11/04/2017,SG,,,,
43844,7/05/2017,MY,,,,
43847,1/03/2017,TH,,,,
43848,4/02/2017,VN,,,,
43854,4/03/2017,VN,,,,
43861,7/04/2017,TH,,,,
43869,21/03/2017,PH,,,,
43871,21/04/2017,SG,,,,
43877,3/04/2017,PH,,,,
43883,8/05/2017,TW,,,,
43886,5/05/2017,TW,,,,
43896,7/04/2017,PH,,,,
43900,15/04/2017,PH,,,,
43906,13/03/2017,SG,,,,
43911,22/04/2017,SG,,,,
43919,10/05/2017,ID,,,,
43925,3/05/2017,SG,,,,
43929,11/04/2017,ID,,,,
43932,26/02/2017,PH,,,,
43939,27/04/2017,TW,,,,
43943,15/01/2017,SG,,,,
43950,29/03/2017,TH,,,,
43951,1/01/2017,MY,,,,
43959,9/03/2017,MY,,,,
43969,19/02/2017,SG,,,,
43974,3/05/2017,VN,,,,
43984,15/01/2017,TH,,,,
43989,20/01/2017,MY,,,,
43998,6/03/2017,TW,,,,
44005,27/01/2017,TW,,,,
44010,24/04/2017,TW,,,,
44012,24/04/2017,SG,,,,
44014,28/03/2017,TW,,,,
44024,18/05/2017,VN,,,,
44034,11/02/2017,VN,,,,
44035,5/01/2017,ID,,,,
44040,15/04/2017,ID,,,,
44043,23/04/2017,ID,,,,
44050,23/02/2017,SG,,,,
44053,19/03/2017,ID,,,,
44063,28/05/2017,TH,,,,
44070,21/02/2017,TW,,,,
44073,24/05/2017,TW,,,,
44076,29/03/2017,MY,,,,
44079,30/05/2017,SG,,,,
44087,5/03/2017,PH,,,,
44092,16/03/2017,ID,,,,
44098,30/04/2017,VN,,,,
44107,28/01/2017,PH,,,,
44110,25/03/2017,VN,,,,
44114,16/03/2017,ID,,,,
44121,23/04/2017,SG,,,,
44129,24/05/2017,MY,,,,
44133,9/01/2017,TH,,,,
44140,21/04/2017,TH,,,,
44142,19/01/2017,PH,,,,
44147,15/01/2017,VN,,,,
44151,8/03/2017,VN,,,,
44152,27/03/2017,ID,,,,
44159,13/01/2017,MY,,,,
44163,14/05/2017,MY,,,,
44171,23/05/2017,VN,,,,
44179,28/01/2017,VN,,,,
44187,6/03/2017,MY,,,,
44194,5/01/2017,VN,,,,
44201,26/03/2017,TH,,,,
44210,29/01/2017,TW,,,,
44212,11/01/2017,PH,,,,
44213,19/02/2017,PH,,,,
44223,7/03/2017,TH,,,,
44225,16/05/2017,TW,,,,
44234,6/02/2017,TH,,,,
44240,30/05/2017,PH,,,,
44242,3/03/2017,TW,,,,
44247,14/03/2017,TH,,,,
44248,1/05/2017,VN,,,,
44254,11/04/2017,TH,,,,
44259,8/05/2017,TH,,,,
44261,12/02/2017,SG,,,,
44263,7/02/2017,ID,,,,
44267,25/01/2017,ID,,,,
44275,3/02/2017,ID,,,,
44283,5/01/2017,ID,,,,
44291,3/03/2017,TW,,,,
44301,7/05/2017,PH,,,,
44308,8/03/2017,VN,,,,
44313,21/01/2017,PH,,,,
44315,25/03/2017,TH,,,,
44316,30/03/2017,ID,,,,
44320,7/05/2017,ID,,,,
44325,25/01/2017,ID,,,,
44335,15/02/2017,PH,,,,
44345,27/01/2017,MY,,,,
44347,23/04/2017,SG,,,,
44357,3/05/2017,ID,,,,
44359,6/04/2017,ID,,,,
44361,8/02/2017,PH,,,,
44365,27/05/2017,SG,,,,
44372,30/03/2017,TW,,,,
44378,8/03/2017,MY,,,,
44387,26/03/2017,SG,,,,
44390,26/05/2017,ID,,,,
44391,29/04/2017,PH,,,,
44394,14/02/2017,SG,,,,
44397,10/04/2017,SG,,,,
44402,16/01/2017,VN,,,,
44407,19/05/2017,TW,,,,
44410,27/01/2017,VN,,,,
44420,10/04/2017,PH,,,,
44426,26/02/2017,ID,,,,
44428,3/02/2017,SG,,,,
44434,31/01/2017,PH,,,,
44443,10/04/2017,ID,,,,
44447,21/03/2017,SG,,,,
44451,8/03/2017,TW,,,,
44456,7/01/2017,ID,,,,
44463,10/04/2017,TW,,,,
44470,30/04/2017,SG,,,,
44472,19/02/2017,SG,,,,
44474,23/05/2017,MY,,,,
44481,3/01/2017,ID,,,,
44489,16/05/2017,MY,,,,
44496,19/04/2017,VN,,,,
44498,17/03/2017,VN,,,,
44507,19/05/2017,ID,,,,
44515,24/05/2017,TH,,,,
44520,4/03/2017,ID,,,,
44530,29/03/2017,SG,,,,
44538,13/04/2017,PH,,,,
44546,19/01/2017,VN,,,,
44553,25/01/2017,VN,,,,
44557,29/03/2017,SG,,,,
44562,2/04/2017,TW,,,,
44572,10/03/2017,ID,,,,
44573,12/04/2017,MY,,,,
44578,3/03/2017,ID,,,,
44586,10/01/2017,TH,,,,
44596,1/03/2017,SG,,,,
44598,31/05/2017,SG,,,,
44608,6/04/2017,MY,,,,
44612,9/01/2017,PH,,,,
44619,1/05/2017,TW,,,,
44623,12/02/2017,TH,,,,
44625,11/02/2017,TW,,,,
44628,26/03/2017,ID,,,,
44637,30/03/2017,MY,,,,
44640,4/04/2017,TW,,,,
44641,19/01/2017,SG,,,,
44649,10/04/2017,VN,,,,
44652,27/03/2017,VN,,,,
44656,7/05/2017,PH,,,,
44666,5/03/2017,SG,,,,
44675,29/01/2017,TH,,,,
44676,17/01/2017,MY,,,,
44680,12/03/2017,TH,,,,
44688,28/01/2017,ID,,,,
44690,23/03/2017,TH,,,,
44697,26/01/2017,TW,,,,
44701,23/04/2017,MY,,,,
44711,17/04/2017,ID,,,,
44720,9/04/2017,SG,,,,
44723,12/05/2017,VN,,,,
44733,26/02/2017,TW,,,,
44743,11/03/2017,TW,,,,
44746,14/03/2017,SG,,,,
44752,6/05/2017,TW,,,,
44754,31/03/2017,TW,,,,
44756,12/03/2017,TW,,,,
44764,6/04/2017,ID,,,,
44770,20/01/2017,TW,,,,
44773,2/03/2017,TH,,,,
44777,21/02/2017,TW,,,,
44784,25/02/2017,ID,,,,
44788,28/01/2017,MY,,,,
44797,7/04/2017,MY,,,,
44799,26/04/2017,TW,,,,
44806,6/03/2017,SG,,,,
44808,18/02/2017,ID,,,,
44816,26/03/2017,PH,,,,
44822,24/01/2017,PH,,,,
44825,1/02/2017,SG,,,,
44826,5/03/2017,MY,,,,
44834,30/03/2017,VN,,,,
44837,17/04/2017,VN,,,,
44847,30/03/2017,TH,,,,
44852,5/04/2017,TW,,,,
44858,8/02/2017,TW,,,,
44864,25/01/2017,ID,,,,
44873,4/03/2017,PH,,,,
44879,13/03/2017,SG,,,,
44889,7/01/2017,SG,,,,
44890,17/01/2017,TH,,,,
44896,4/05/2017,TH,,,,
44904,22/03/2017,ID,,,,
44907,5/03/2017,TW,,,,
44912,18/05/2017,SG,,,,
44916,17/02/2017,ID,,,,
44918,24/05/2017,TH,,,,
44927,21/05/2017,MY,,,,
44930,9/02/2017,TW,,,,
44938,3/02/2017,PH,,,,
44943,23/02/2017,MY,,,,
44947,26/01/2017,MY,,,,
44951,18/05/2017,MY,,,,
44957,4/03/2017,MY,,,,
44962,16/04/2017,TH,,,,
44972,28/04/2017,TH,,,,
44978,3/04/2017,TW,,,,
44984,5/01/2017,MY,,,,
44989,11/03/2017,VN,,,,
44993,19/03/2017,TW,,,,
44998,15/05/2017,PH,,,,
45002,23/04/2017,VN,,,,
45007,4/03/2017,TW,,,,
45015,22/01/2017,PH,,,,
45021,11/05/2017,PH,,,,
45027,27/02/2017,TH,,,,
45028,14/03/2017,VN,,,,
45033,20/02/2017,PH,,,,
45043,4/01/2017,SG,,,,
45048,6/02/2017,MY,,,,
45053,4/04/2017,TW,,,,
45059,10/04/2017,VN,,,,
45063,28/04/2017,TW,,,,
45069,1/05/2017,SG,,,,
45075,26/02/2017,PH,,,,
45077,5/04/2017,SG,,,,
45080,3/02/2017,TW,,,,
45086,26/05/2017,TH,,,,
45087,14/01/2017,ID,,,,
45091,21/05/2017,MY,,,,
45092,17/01/2017,PH,,,,
45101,29/05/2017,PH,,,,
45109,30/05/2017,SG,,,,
45111,23/05/2017,ID,,,,
45118,26/05/2017,TW,,,,
45122,8/02/2017,SG,,,,
45126,17/04/2017,TW,,,,
45136,10/05/2017,MY,,,,
45141,7/04/2017,PH,,,,
45144,18/01/2017,VN,,,,
45147,31/01/2017,ID,,,,
45150,9/05/2017,TW,,,,
45156,4/03/2017,TH,,,,
45160,15/05/2017,ID,,,,
45167,3/01/2017,SG,,,,
45170,1/01/2017,MY,,,,
45174,8/04/2017,PH,,,,
45179,11/03/2017,ID,,,,
45189,6/02/2017,TW,,,,
45199,8/03/2017,TH,,,,
45206,6/04/2017,ID,,,,
45214,17/02/2017,SG,,,,
45219,18/05/2017,PH,,,,
45227,8/02/2017,MY,,,,
45234,1/03/2017,MY,,,,
45235,25/05/2017,MY,,,,
45240,23/02/2017,MY,,,,
45242,29/05/2017,MY,,,,
45252,4/01/2017,MY,,,,
45254,4/04/2017,MY,,,,
45260,20/03/2017,VN,,,,
45266,25/02/2017,TH,,,,
45276,26/01/2017,MY,,,,
45285,8/03/2017,SG,,,,
45294,19/03/2017,ID,,,,
45302,12/01/2017,PH,,,,
45308,28/05/2017,PH,,,,
45318,20/04/2017,TW,,,,
45328,21/02/2017,SG,,,,
45336,28/03/2017,MY,,,,
45345,15/05/2017,ID,,,,
45347,26/01/2017,MY,,,,
45353,29/04/2017,MY,,,,
45359,18/01/2017,MY,,,,
45362,3/05/2017,TH,,,,
45371,18/05/2017,PH,,,,
45376,31/03/2017,VN,,,,
45379,17/03/2017,TW,,,,
45380,1/02/2017,ID,,,,
45385,28/01/2017,MY,,,,
45393,10/01/2017,SG,,,,
45397,20/05/2017,PH,,,,
45399,11/04/2017,TW,,,,
45403,13/01/2017,TW,,,,
45404,30/03/2017,MY,,,,
45410,13/02/2017,SG,,,,
45415,14/04/2017,SG,,,,
45425,9/04/2017,SG,,,,
45430,10/04/2017,MY,,,,
45440,25/05/2017,PH,,,,
45441,1/06/2017,TH,,,,
45451,30/01/2017,TW,,,,
45456,22/02/2017,TW,,,,
45460,14/03/2017,TH,,,,
45469,24/05/2017,ID,,,,
45476,7/03/2017,PH,,,,
45483,29/05/2017,PH,,,,
45489,13/02/2017,TH,,,,
45495,11/01/2017,ID,,,,
45503,3/01/2017,TH,,,,
45506,21/03/2017,TW,,,,
45513,29/03/2017,PH,,,,
45515,15/01/2017,VN,,,,
45522,9/05/2017,SG,,,,
45532,10/02/2017,TW,,,,
45542,3/03/2017,ID,,,,
45547,18/04/2017,ID,,,,
45554,11/02/2017,TW,,,,
45559,15/04/2017,TW,,,,
45568,10/01/2017,VN,,,,
45572,7/01/2017,VN,,,,
45579,14/02/2017,ID,,,,
45582,4/02/2017,MY,,,,
45585,27/05/2017,ID,,,,
45590,24/04/2017,PH,,,,
45595,15/05/2017,SG,,,,
45603,30/05/2017,TW,,,,
45611,18/02/2017,SG,,,,
45613,28/04/2017,PH,,,,
45615,15/03/2017,TW,,,,
45624,19/05/2017,ID,,,,
45633,27/01/2017,VN,,,,
45640,21/04/2017,PH,,,,
45643,18/03/2017,TW,,,,
45653,15/02/2017,TH,,,,
45662,23/04/2017,MY,,,,
45671,27/04/2017,TW,,,,
45675,3/03/2017,MY,,,,
45684,26/04/2017,ID,,,,
45692,28/03/2017,MY,,,,
45693,12/04/2017,TH,,,,
45695,25/02/2017,TW,,,,
45696,2/03/2017,MY,,,,
45705,14/03/2017,ID,,,,
45715,3/02/2017,TW,,,,
45724,3/01/2017,ID,,,,
45730,16/04/2017,TW,,,,
45737,10/03/2017,MY,,,,
45742,24/01/2017,PH,,,,
45748,17/04/2017,TH,,,,
45749,10/04/2017,SG,,,,
45751,18/03/2017,MY,,,,
45755,22/03/2017,MY,,,,
45758,30/01/2017,SG,,,,
45761,13/02/2017,VN,,,,
45764,21/03/2017,MY,,,,
45766,22/03/2017,VN,,,,
45776,14/04/2017,TW,,,,
45783,29/03/2017,TW,,,,
45787,31/05/2017,VN,,,,
45790,16/02/2017,MY,,,,
45798,27/02/2017,PH,,,,
45804,17/04/2017,ID,,,,
45806,9/01/2017,TW,,,,
45810,18/02/2017,MY,,,,
45817,9/01/2017,VN,,,,
45823,29/01/2017,MY,,,,
45827,16/05/2017,ID,,,,
45833,31/03/2017,TW,,,,
45834,18/05/2017,PH,,,,
45839,30/05/2017,ID,,,,
45846,30/01/2017,PH,,,,
45847,24/04/2017,TW,,,,
45851,3/01/2017,ID,,,,
45852,3/01/2017,TH,,,,
45857,15/04/2017,PH,,,,
45866,5/02/2017,TH,,,,
45868,30/05/2017,VN,,,,
45871,16/01/2017,TH,,,,
45873,19/01/2017,ID,,,,
45880,17/01/2017,MY,,,,
45890,1/02/2017,VN,,,,
45891,5/03/2017,MY,,,,
45899,26/05/2017,VN,,,,
45904,13/05/2017,PH,,,,
45907,22/05/2017,VN,,,,
45917,5/04/2017,ID,,,,
45925,4/05/2017,TW,,,,
45934,1/01/2017,MY,,,,
45938,27/01/2017,TW,,,,
45941,1/04/2017,PH,,,,
45947,3/03/2017,VN,,,,
45949,21/01/2017,TW,,,,
45953,30/01/2017,VN,,,,
45962,24/01/2017,MY,,,,
45968,13/03/2017,MY,,,,
45978,16/02/2017,MY,,,,
45988,3/04/2017,MY,,,,
45992,25/04/2017,TH,,,,
45998,2/04/2017,TH,,,,
46002,2/04/2017,TW,,,,
46008,8/03/2017,ID,,,,
46011,19/03/2017,MY,,,,
46016,1/04/2017,PH,,,,
46017,23/03/2017,PH,,,,
46021,12/05/2017,MY,,,,
46024,11/02/2017,MY,,,,
46032,2/05/2017,PH,,,,
46040,4/05/2017,SG,,,,
46046,30/04/2017,SG,,,,
46052,17/05/2017,ID,,,,
46061,4/04/2017,TW,,,,
46067,22/03/2017,PH,,,,
46076,6/04/2017,ID,,,,
46081,18/02/2017,SG,,,,
46082,24/04/2017,MY,,,,
46088,2/05/2017,TH,,,,
46094,6/04/2017,ID,,,,
46096,14/01/2017,PH,,,,
46103,5/05/2017,MY,,,,
46113,31/01/2017,TW,,,,
46114,27/04/2017,VN,,,,
46124,17/04/2017,MY,,,,
46132,11/05/2017,TH,,,,
46137,22/03/2017,TW,,,,
46144,24/03/2017,SG,,,,
46152,30/05/2017,MY,,,,
46158,25/05/2017,VN,,,,
46167,29/01/2017,TH,,,,
46173,21/03/2017,MY,,,,
46183,8/03/2017,PH,,,,
46192,9/03/2017,ID,,,,
46199,16/03/2017,VN,,,,
46202,8/02/2017,PH,,,,
46206,28/01/2017,ID,,,,
46216,18/04/2017,VN,,,,
46219,15/03/2017,PH,,,,
46221,1/02/2017,TW,,,,
46224,15/03/2017,PH,,,,
46234,24/05/2017,SG,,,,
46237,10/01/2017,SG,,,,
46246,3/05/2017,ID,,,,
46254,23/05/2017,PH,,,,
46264,4/05/2017,TH,,,,
46273,12/03/2017,SG,,,,
46280,18/01/2017,TH,,,,
46289,29/04/2017,TW,,,,
46295,18/02/2017,TH,,,,
46302,18/01/2017,TH,,,,
46307,13/04/2017,TH,,,,
46309,31/01/2017,SG,,,,
46317,24/02/2017,PH,,,,
46324,14/01/2017,PH,,,,
46326,14/02/2017,MY,,,,
46335,18/02/2017,PH,,,,
46338,25/05/2017,TW,,,,
46342,27/02/2017,PH,,,,
46343,4/01/2017,TW,,,,
46352,14/04/2017,SG,,,,
46362,6/02/2017,MY,,,,
46363,30/01/2017,ID,,,,
46366,25/04/2017,ID,,,,
46375,9/02/2017,MY,,,,
46377,15/02/2017,VN,,,,
46382,25/04/2017,MY,,,,
46383,4/03/2017,SG,,,,
46392,26/01/2017,ID,,,,
46396,11/04/2017,MY,,,,
46399,30/05/2017,TH,,,,
46401,16/05/2017,VN,,,,
46404,16/04/2017,MY,,,,
46412,27/03/2017,MY,,,,
46422,17/05/2017,SG,,,,
46432,22/02/2017,ID,,,,
46438,23/03/2017,SG,,,,
46442,24/02/2017,SG,,,,
46443,5/05/2017,TH,,,,
46447,13/05/2017,PH,,,,
46454,16/03/2017,SG,,,,
46456,3/03/2017,SG,,,,
46465,6/04/2017,MY,,,,
46471,26/05/2017,SG,,,,
46481,25/02/2017,MY,,,,
46482,16/05/2017,ID,,,,
46488,21/02/2017,PH,,,,
46496,24/05/2017,ID,,,,
46505,13/04/2017,MY,,,,
46507,3/02/2017,VN,,,,
46512,25/03/2017,ID,,,,
46514,1/02/2017,MY,,,,
46522,10/02/2017,MY,,,,
46524,15/01/2017,TH,,,,
46529,4/02/2017,TW,,,,
46535,19/03/2017,VN,,,,
46545,13/01/2017,TW,,,,
46551,20/02/2017,TH,,,,
46555,24/01/2017,TW,,,,
46563,1/03/2017,MY,,,,
46567,22/04/2017,TW,,,,
46570,24/04/2017,TH,,,,
46575,9/02/2017,SG,,,,
46584,25/05/2017,VN,,,,
46589,23/04/2017,MY,,,,
46599,21/02/2017,VN,,,,
46604,3/02/2017,VN,,,,
46612,28/03/2017,TH,,,,
46621,12/01/2017,SG,,,,
46626,22/03/2017,SG,,,,
46634,21/05/2017,ID,,,,
46638,10/01/2017,MY,,,,
46648,6/01/2017,PH,,,,
46652,16/04/2017,PH,,,,
46659,6/02/2017,TW,,,,
46660,18/05/2017,ID,,,,
46662,31/03/2017,TW,,,,
46670,24/03/2017,SG,,,,
46678,20/01/2017,SG,,,,
46687,14/03/2017,SG,,,,
46695,30/01/2017,MY,,,,
46704,15/05/2017,ID,,,,
46705,16/04/2017,TW,,,,
46707,1/03/2017,MY,,,,
46711,23/05/2017,SG,,,,
46719,6/05/2017,TW,,,,
46728,5/01/2017,VN,,,,
46733,12/04/2017,TH,,,,
46735,26/01/2017,PH,,,,
46741,19/05/2017,TH,,,,
46750,9/02/2017,PH,,,,
46755,28/04/2017,PH,,,,
46757,4/03/2017,ID,,,,
46761,24/03/2017,MY,,,,
46765,14/02/2017,TH,,,,
46766,6/02/2017,ID,,,,
46771,13/02/2017,VN,,,,
46779,15/01/2017,VN,,,,
46787,10/05/2017,PH,,,,
46794,27/05/2017,PH,,,,
46796,18/04/2017,PH,,,,
46801,3/02/2017,PH,,,,
46802,23/03/2017,ID,,,,
46808,20/04/2017,ID,,,,
46811,31/05/2017,SG,,,,
46821,16/05/2017,TW,,,,
46829,31/01/2017,TH,,,,
46832,24/02/2017,TW,,,,
46834,6/05/2017,MY,,,,
